INFO 2025-12-06 20:46:44 db_utils.py:102 [1m[34mLogs will be synced with wandb.[0m
INFO 2025-12-06 20:46:44 db_utils.py:103 Track this run --> [1m[33mhttps://wandb.ai/22t1044-/lerobot/runs/0wie43lc[0m
INFO 2025-12-06 20:46:44 ot_train.py:183 Creating dataset
INFO 2025-12-06 20:46:44 ot_train.py:202 Creating policy
INFO 2025-12-06 20:46:45 ot_train.py:247 Creating optimizer and scheduler
INFO 2025-12-06 20:46:45 ot_train.py:259 [1m[33mOutput dir:[0m outputs/train/knock_red4
INFO 2025-12-06 20:46:45 ot_train.py:262 cfg.steps=8000 (8K)
INFO 2025-12-06 20:46:45 ot_train.py:263 dataset.num_frames=5065 (5K)
INFO 2025-12-06 20:46:45 ot_train.py:264 dataset.num_episodes=20
INFO 2025-12-06 20:46:45 ot_train.py:267 Effective batch size: 5 x 1 = 5
INFO 2025-12-06 20:46:45 ot_train.py:268 num_learnable_params=51597190 (52M)
INFO 2025-12-06 20:46:45 ot_train.py:269 num_total_params=51597190 (52M)
INFO 2025-12-06 20:46:45 ot_train.py:324 Start offline training on a fixed dataset
INFO 2025-12-06 20:47:48 ot_train.py:351 step:200 smpl:1K ep:4 epch:0.20 loss:6.957 grdn:184.303 lr:1.0e-05 updt_s:0.311 data_s:0.007
INFO 2025-12-06 20:48:10 ot_train.py:351 step:400 smpl:2K ep:8 epch:0.39 loss:3.109 grdn:105.402 lr:1.0e-05 updt_s:0.105 data_s:0.003
INFO 2025-12-06 20:48:32 ot_train.py:351 step:600 smpl:3K ep:12 epch:0.59 loss:2.692 grdn:93.098 lr:1.0e-05 updt_s:0.106 data_s:0.003
INFO 2025-12-06 20:48:54 ot_train.py:351 step:800 smpl:4K ep:16 epch:0.79 loss:2.444 grdn:85.206 lr:1.0e-05 updt_s:0.105 data_s:0.003
INFO 2025-12-06 20:49:15 ot_train.py:351 step:1K smpl:5K ep:20 epch:0.99 loss:2.190 grdn:80.690 lr:1.0e-05 updt_s:0.105 data_s:0.003
INFO 2025-12-06 20:49:39 ot_train.py:351 step:1K smpl:6K ep:24 epch:1.18 loss:1.988 grdn:77.533 lr:1.0e-05 updt_s:0.106 data_s:0.014
INFO 2025-12-06 20:50:01 ot_train.py:351 step:1K smpl:7K ep:28 epch:1.38 loss:1.815 grdn:73.187 lr:1.0e-05 updt_s:0.106 data_s:0.003
INFO 2025-12-06 20:50:23 ot_train.py:351 step:2K smpl:8K ep:32 epch:1.58 loss:1.692 grdn:70.597 lr:1.0e-05 updt_s:0.105 data_s:0.003
INFO 2025-12-06 20:50:45 ot_train.py:351 step:2K smpl:9K ep:36 epch:1.78 loss:1.572 grdn:67.970 lr:1.0e-05 updt_s:0.105 data_s:0.003
INFO 2025-12-06 20:51:07 ot_train.py:351 step:2K smpl:10K ep:39 epch:1.97 loss:1.471 grdn:65.050 lr:1.0e-05 updt_s:0.105 data_s:0.003
INFO 2025-12-06 20:51:31 ot_train.py:351 step:2K smpl:11K ep:43 epch:2.17 loss:1.325 grdn:61.385 lr:1.0e-05 updt_s:0.106 data_s:0.017
INFO 2025-12-06 20:51:53 ot_train.py:351 step:2K smpl:12K ep:47 epch:2.37 loss:1.240 grdn:60.923 lr:1.0e-05 updt_s:0.105 data_s:0.003
INFO 2025-12-06 20:52:15 ot_train.py:351 step:3K smpl:13K ep:51 epch:2.57 loss:1.159 grdn:58.211 lr:1.0e-05 updt_s:0.106 data_s:0.003
INFO 2025-12-06 20:52:37 ot_train.py:351 step:3K smpl:14K ep:55 epch:2.76 loss:1.060 grdn:55.805 lr:1.0e-05 updt_s:0.106 data_s:0.003
